surveywave,id_state,id_school,id_teacher,treatment,strata,weight_teacher,fpc_school,ti03,ti08,ti08_oth,ti09,ti10,ti11,ti12_01,ti12_02,ti12_03,ti12_04,ti12_05,ti12_06,ti12_07,ti12_08,ti12_09,ti12_10,ti12_11,ti12_othqual,ti12_oth,ti12_dkr,ti13,ti14,ti15,ti16_01,ti16_02,ti16_03,ti16_04,ti16_05,ti16_06,ti16_07,ti16_08,ti16_09,ti16_10,ti16_11,ti16_othrea,ti16_oth,ti17,ti18_01,ti18_02,ti18_03,ti18_04,ti18_05,ti18_06,ti18_07,ti18_08,ti18_09,ti18_10,ti18_11,ti18_othrea,ti18_oth,ti19,ti20a_01_month,ti20a_02_month,ti20a_03_month,ti20a_01_year,ti20a_02_year,ti20a_03_year,ti20b_01_01,ti20b_01_02,ti20b_01_03,ti20b_01_04,ti20b_01_othtop,ti20b_01_oth,ti20b_01_dkr,ti20b_02_01,ti20b_02_02,ti20b_02_03,ti20b_02_04,ti20b_02_othtop,ti20b_02_oth,ti20b_02_dkr,ti20b_03_01,ti20b_03_02,ti20b_03_03,ti20b_03_04,ti20b_03_othtop,ti20b_03_oth,ti20b_03_dkr,ti20c_01_01,ti20c_01_02,ti20c_01_03,ti20c_01_05,ti20c_01_06,ti20c_01_07,ti20c_01_08,ti20c_01_09,ti20c_01_10,ti20c_01_11,ti20c_01_12,ti20c_01_othorg,ti20c_01_oth,ti20c_01_dkr,ti20c_02_01,ti20c_02_02,ti20c_02_03,ti20c_02_05,ti20c_02_06,ti20c_02_07,ti20c_02_08,ti20c_02_09,ti20c_02_10,ti20c_02_11,ti20c_02_12,ti20c_02_othorg,ti20c_02_oth,ti20c_02_dkr,ti20c_03_01,ti20c_03_02,ti20c_03_03,ti20c_03_05,ti20c_03_06,ti20c_03_07,ti20c_03_08,ti20c_03_09,ti20c_03_10,ti20c_03_11,ti20c_03_12,ti20c_03_othorg,ti20c_03_oth,ti20c_03_dkr,ti20d_01,ti20d_01_oth,ti20d_02,ti20d_02_oth,ti20d_03,ti20d_03_oth,ti20e_01,ti20e_02,ti20e_03,ti21,ti22,ti23,ti24,ti25_01,ti25_02,ti25_03,ti25_04,ti25_05,ti25_06,ti26_01,ti26_02,ti26_03,ti26_04,ti26_05,ti26_06,ti26_07,ti26_08,ti26_09,ti26_10,ti26_13,ti26_14,ti26_15,ti26_othsub,ti26_oth,ti27a,ti27b,ti27c,ti27d,ti27e,ti27f,ti27g,ti27h,ti27i,ti27j,ti27k,ti27l,ti27m,ti27n,ti27o,ti27p,ti27q,ti27r,ti27s,ti27t,ti27u,ti27v,ti27w,ti27x,ti27y,ti28,ti29,ti30_01,ti30_02,ti30_03,ti30_04,ti30_05,ti30_06,ti30_07,ti30_08,ti30_09,ti30_10,ti30_11,ti30_12,ti30_13,ti30_othuse,ti30_oth,n_tchabsenteeism_self
Round 1 Baseline,Katsina,376,3,Treatment,221,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,46,2006,2006,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,46400,Usually/Mostly on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,October,,,2012,,,No,No,Yes,No,No,,No,,,,,,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,,,,,4,,,Yes,2,Yes,Two or more,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,0
Round 1 Baseline,Katsina,376,4,Treatment,221,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,27,2011,2011,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,35250,Usually/Mostly on time,1,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,Yes,October,,,2012,,,Yes,No,No,No,No,,No,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,,,,,5,,,Yes,2,Yes,Two or more,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,,20
Round 1 Baseline,Katsina,378,2,Treatment,221,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,44,2014,1988,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Don't know,,,2013,,,No,No,No,No,Yes,Teachers development,No,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,,,,,5,,,Yes,3,Yes,Two or more,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,0
Round 1 Baseline,Katsina,378,3,Treatment,221,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,41,2014,1992,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Yes,Two or more,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Refusal,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,0
Round 1 Baseline,Katsina,378,4,Treatment,221,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,38,2014,2000,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Don't know,,,2014,,,Yes,No,No,No,No,,No,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,,,,,Don't know,,,Yes,3,Yes,Two or more,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,0
Round 1 Baseline,Katsina,379,2,Treatment,221,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,34,2006,2006,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,35220,Always on time,1,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,Two or more,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,20
Round 1 Baseline,Katsina,379,3,Treatment,221,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,54,2013,1987,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,62000,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,Yes,June,February,,2014,2013,,Yes,No,No,No,No,,No,Yes,No,No,No,No,,No,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,No,,,,,,,,,,,,,,,Other SUBEB staff,,University or college staff,,,,18,7,,Yes,3,No,,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,0
Round 1 Baseline,Katsina,379,4,Treatment,221,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,45,1990,1990,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,50000,Always on time,0,,,,,,,,,,,,,,Don't know,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,No,,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,,Agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,,0
Round 1 Baseline,Katsina,388,2,Control,230,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,32,2014,2006,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,36335,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,"Yes, both audio and video",Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,,0
Round 1 Baseline,Katsina,388,3,Control,230,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,32,2012,2006,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,36335,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,No,,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,,0
Round 1 Baseline,Katsina,388,4,Control,230,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,40,2010,2010,No,No,No,Yes,No,Yes,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,No,,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,0
Round 1 Baseline,Katsina,389,2,Control,230,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,46,2003,2003,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,37520,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,No,,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,0
Round 1 Baseline,Katsina,389,3,Control,230,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,41,2011,1991,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,No,,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,0
Round 1 Baseline,Katsina,389,4,Control,230,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,48,2012,1985,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,No,,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,0
Round 1 Baseline,Katsina,391,2,Control,230,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,39,2013,1999,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,computer certificate,No,Refusal,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,No,,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,,0
Round 1 Baseline,Katsina,391,3,Control,230,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,42,2013,1992,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Refusal,Always on time,2,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Yes,One,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,40
Round 1 Baseline,Katsina,391,4,Control,230,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,40,2013,1993,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Refusal,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,No,,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,0
Round 1 Baseline,Katsina,395,2,Control,230,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,48,2003,1991,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,1,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,Two or more,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,,20
Round 1 Baseline,Katsina,395,3,Control,230,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,46,2012,1987,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Don't know,Yes,Two or more,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,0
Round 1 Baseline,Katsina,395,4,Control,230,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,26,2012,2010,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6,Yes,Two or more,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,0
Round 1 Baseline,Katsina,398,2,Treatment,231,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,55,2007,1988,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Yes,Two or more,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,0
Round 1 Baseline,Katsina,398,3,Treatment,231,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,46,2013,1987,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,November,,,2012,,,Yes,Yes,No,No,No,,No,,,,,,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know/refusal,,,,,,5,,,Yes,2,Yes,Two or more,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,0
Round 1 Baseline,Katsina,398,4,Treatment,231,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,44,2003,2003,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Yes,Two or more,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Yes,"Yes, both audio and video",Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,0
Round 1 Baseline,Katsina,401,2,Treatment,231,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,26,2012,2011,No,No,No,Yes,No,Yes,No,No,No,No,No,No,,No,26000,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Yes,Two or more,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,0
Round 1 Baseline,Katsina,401,3,Treatment,231,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,39,2012,2006,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,34800,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,No,,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,0
Round 1 Baseline,Katsina,401,4,Treatment,231,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,52,2012,1981,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,No,,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,0
