surveywave,id_state,id_school,id_teacher,treatment,strata,weight_httall,fpc_school,htt01,htt04,htt09,htt10,htt11,htt12,htt13_01,htt13_02,htt13_03,htt13_04,htt13_05,htt13_06,htt13_07,htt13_08,htt13_09,htt13_10,htt13_11,htt13_othqual,htt13_oth,htt13_dkr,htt14,htt15,htt16,htt17_01,htt17_02,htt17_03,htt17_04,htt17_05,htt17_06,htt17_07,htt17_08,htt17_09,htt17_10,htt17_11,htt17_othrea,htt17_oth,htt18,htt19_01,htt19_02,htt19_03,htt19_04,htt19_05,htt19_06,htt19_07,htt19_08,htt19_09,htt19_10,htt19_11,htt19_othrea,htt19_oth,htt20,htt21a_01_month,htt21a_02_month,htt21a_03_month,htt21a_04_month,htt21a_05_month,htt21a_06_month,htt21a_07_month,htt21a_08_month,htt21a_09_month,htt21a_10_month,htt21a_01_year,htt21a_02_year,htt21a_03_year,htt21a_04_year,htt21a_05_year,htt21a_06_year,htt21a_07_year,htt21a_08_year,htt21a_09_year,htt21a_10_year,htt21b_01_01,htt21b_01_02,htt21b_01_03,htt21b_01_04,htt21b_01_05,htt21b_01_06,htt21b_01_07,htt21b_01_othttop,htt21b_01_oth,htt21b_01_dkr,htt21b_02_01,htt21b_02_02,htt21b_02_03,htt21b_02_04,htt21b_02_05,htt21b_02_06,htt21b_02_07,htt21b_02_othttop,htt21b_02_oth,htt21b_02_dkr,htt21b_03_01,htt21b_03_02,htt21b_03_03,htt21b_03_04,htt21b_03_05,htt21b_03_06,htt21b_03_07,htt21b_03_othttop,htt21b_03_oth,htt21b_03_dkr,htt21b_04_01,htt21b_04_02,htt21b_04_03,htt21b_04_04,htt21b_04_05,htt21b_04_06,htt21b_04_07,htt21b_04_othttop,htt21b_04_oth,htt21b_04_dkr,htt21b_05_01,htt21b_05_02,htt21b_05_03,htt21b_05_04,htt21b_05_05,htt21b_05_06,htt21b_05_07,htt21b_05_othttop,htt21b_05_oth,htt21b_05_dkr,htt21b_06_01,htt21b_06_02,htt21b_06_03,htt21b_06_04,htt21b_06_05,htt21b_06_06,htt21b_06_07,htt21b_06_othttop,htt21b_06_oth,htt21b_06_dkr,htt21b_07_01,htt21b_07_02,htt21b_07_03,htt21b_07_04,htt21b_07_05,htt21b_07_06,htt21b_07_07,htt21b_07_othttop,htt21b_07_oth,htt21b_07_dkr,htt21b_08_01,htt21b_08_02,htt21b_08_03,htt21b_08_04,htt21b_08_05,htt21b_08_06,htt21b_08_07,htt21b_08_othttop,htt21b_08_oth,htt21b_08_dkr,htt21b_09_01,htt21b_09_02,htt21b_09_03,htt21b_09_04,htt21b_09_05,htt21b_09_06,htt21b_09_07,htt21b_09_othttop,htt21b_09_oth,htt21b_09_dkr,htt21b_10_01,htt21b_10_02,htt21b_10_03,htt21b_10_04,htt21b_10_05,htt21b_10_06,htt21b_10_07,htt21b_10_othttop,htt21b_10_oth,htt21b_10_dkr,htt21c_01_01,htt21c_01_02,htt21c_01_03,htt21c_01_04,htt21c_01_05,htt21c_01_06,htt21c_01_07,htt21c_01_08,htt21c_01_09,htt21c_01_10,htt21c_01_11,htt21c_01_12,htt21c_01_othorg,htt21c_01_oth,htt21c_01_dkr,htt21c_02_01,htt21c_02_02,htt21c_02_03,htt21c_02_04,htt21c_02_05,htt21c_02_06,htt21c_02_07,htt21c_02_08,htt21c_02_09,htt21c_02_10,htt21c_02_11,htt21c_02_12,htt21c_02_othorg,htt21c_02_oth,htt21c_02_dkr,htt21c_03_01,htt21c_03_02,htt21c_03_03,htt21c_03_04,htt21c_03_05,htt21c_03_06,htt21c_03_07,htt21c_03_08,htt21c_03_09,htt21c_03_10,htt21c_03_11,htt21c_03_12,htt21c_03_othorg,htt21c_03_oth,htt21c_03_dkr,htt21c_04_01,htt21c_04_02,htt21c_04_03,htt21c_04_04,htt21c_04_05,htt21c_04_06,htt21c_04_07,htt21c_04_08,htt21c_04_09,htt21c_04_10,htt21c_04_othorg,htt21c_04_oth,htt21c_04_dkr,htt21c_05_01,htt21c_05_02,htt21c_05_03,htt21c_05_04,htt21c_05_05,htt21c_05_06,htt21c_05_07,htt21c_05_08,htt21c_05_09,htt21c_05_10,htt21c_05_othorg,htt21c_05_oth,htt21c_05_dkr,htt21c_06_01,htt21c_06_02,htt21c_06_03,htt21c_06_04,htt21c_06_05,htt21c_06_06,htt21c_06_07,htt21c_06_08,htt21c_06_09,htt21c_06_10,htt21c_06_othorg,htt21c_06_oth,htt21c_06_dkr,htt21c_07_01,htt21c_07_02,htt21c_07_03,htt21c_07_04,htt21c_07_05,htt21c_07_06,htt21c_07_07,htt21c_07_08,htt21c_07_09,htt21c_07_10,htt21c_07_othorg,htt21c_07_oth,htt21c_07_dkr,htt21c_08_01,htt21c_08_02,htt21c_08_03,htt21c_08_04,htt21c_08_05,htt21c_08_06,htt21c_08_07,htt21c_08_08,htt21c_08_09,htt21c_08_10,htt21c_08_othorg,htt21c_08_oth,htt21c_08_dkr,htt21c_09_01,htt21c_09_02,htt21c_09_03,htt21c_09_04,htt21c_09_05,htt21c_09_06,htt21c_09_07,htt21c_09_08,htt21c_09_09,htt21c_09_10,htt21c_09_othorg,htt21c_09_oth,htt21c_09_dkr,htt21c_10_01,htt21c_10_02,htt21c_10_03,htt21c_10_04,htt21c_10_05,htt21c_10_06,htt21c_10_07,htt21c_10_08,htt21c_10_09,htt21c_10_10,htt21c_10_othorg,htt21c_10_oth,htt21c_10_dkr,htt21d_01,htt21d_01_oth,htt21d_02,htt21d_02_oth,htt21d_03,htt21d_03_oth,htt21d_04,htt21d_04_oth,htt21d_05,htt21d_05_oth,htt21d_06,htt21d_06_oth,htt21d_07,htt21d_07_oth,htt21d_08,htt21d_08_oth,htt21d_09,htt21d_09_oth,htt21d_10,htt21d_10_oth,htt21e_01,htt21e_02,htt21e_03,htt21e_04,htt21e_05,htt21e_06,htt21e_07,htt21e_08,htt21e_09,htt21e_10,htt36,htt37_01,htt37_02,htt37_03,htt37_04,htt37_05,htt37_06,htt38_01,htt38_02,htt38_03,htt38_04,htt38_05,htt38_06,htt38_07,htt38_08,htt38_09,htt38_10,htt38_11,htt38_12,htt38_13,htt38_14,htt38_15,htt38_othsub,htt38_oth,htt39,htt40,htt41,htt42,htt43,htt44,htt45,htt46,htt47,htt48,htt49,htt50,htt51,htt52,htt53,htt54,htt55,htt56,htt57,htt58,htt59,htt60,htt61,htt62,htt63,htt71,htt72,htt73_01,htt73_02,htt73_03,htt73_04,htt73_05,htt73_06,htt73_07,htt73_08,htt73_09,htt73_10,htt73_11,htt73_12,htt73_13,htt73_othuse,htt73_oth
Round 1 Baseline,Zamfara,861,Head Teacher,Treatment,381,4,.3333333333333333,Head Teacher,Male,44,11,2008,2008,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Don't know,Usually/Mostly on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Don't know,Don't know,,,,,,,,,2014,2012,,,,,,,,,No,Yes,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,,Yes,Foreign Organization,No,No,No,No,No,No,No,No,No,No,No,,,Yes,MDG,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,University or college staff,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,,,,No,,Agree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,"Yes, both audio and video",Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,
Round 1 Baseline,Zamfara,861,2,Treatment,381,4,.3333333333333333,,Male,40,,2014,2002,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,24610,Usually/Mostly on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,June,,,,,,,,,,2013,,,,,,,,,,Yes,No,No,No,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,Yes,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,,,No,No,No,No,,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,
Round 1 Baseline,Zamfara,861,4,Treatment,381,4,.3333333333333333,,Male,44,,2011,2006,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,No,13500,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,,,No,No,No,Yes,Arabic Language,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Yes,"Yes, audio",Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,
Round 1 Baseline,Zamfara,866,Head Teacher,Control,390,3,.3333333333333333,Head Teacher,Male,37,16,2011,2011,No,No,No,No,No,No,Yes,No,No,No,No,No,,No,Don't know,Usually/Mostly on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Personal,Yes,Don't know,,,,,,,,,,2014,,,,,,,,,,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,No,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other SUBEB staff,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,
Round 1 Baseline,Zamfara,866,2,Control,390,3,.3333333333333333,,Female,30,,2006,2006,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,10400,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,February,September,,,,,,,,,2014,2013,,,,,,,,,No,Yes,No,No,,,,No,,No,Yes,No,No,No,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,,No,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other SUBEB staff,,University or college staff,,,,,,,,,,,,,,,,,,4,7,,,,,,,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,No,No,No,No,,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,
Round 1 Baseline,Zamfara,866,3,Control,390,3,.3333333333333333,,Male,32,,2006,2002,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,,No,24800,Usually/Mostly delayed,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,November,,,,,,,,,,2012,,,,,,,,,,No,Yes,No,No,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,Yes,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,No,No,No,No,,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Yes,"Yes, audio",Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,
Round 1 Baseline,Zamfara,866,4,Control,390,3,.3333333333333333,,Male,25,,2011,2011,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,10800,Always on time,1,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,No,No,No,No,,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Round 1 Baseline,Zamfara,868,Head Teacher,Control,390,3,.3333333333333333,Head Teacher,Male,52,24,2009,2009,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,Don't know,Usually/Mostly on time,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No banking system in our Commu,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,I was absent because whenever,Yes,July,,,,,,,,,,2013,,,,,,,,,,No,No,No,No,No,No,No,Yes,Training on record keeping.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,No,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,No,,Agree,Agree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,
Round 1 Baseline,Zamfara,868,2,Control,390,3,.3333333333333333,,Male,37,,2013,2012,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,11312,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Don't know,,,,,,,,,,2014,,,,,,,,,,No,Yes,No,No,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,Yes,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,,,No,No,No,No,,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Yes,"Yes, audio",Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,
Round 1 Baseline,Zamfara,868,3,Control,390,3,.3333333333333333,,Male,37,,2003,2003,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,11400,Always on time,2,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,Yes,Don't know,Don't know,,,,,,,,,2014,2013,,,,,,,,,No,Yes,No,No,,,,No,,No,Yes,No,No,No,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,University or college staff,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,,,No,No,No,No,,Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Yes,"Yes, audio",Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,
Round 1 Baseline,Zamfara,868,4,Control,390,3,.3333333333333333,,Male,31,,2013,2005,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,11200,Usually/Mostly on time,1,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,,,No,No,No,No,,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Round 1 Baseline,Zamfara,869,Head Teacher,Control,390,4,.3333333333333333,Head Teacher,Male,42,10,2014,2011,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,30000,Usually/Mostly on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,October,,,,,,,,,,2013,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,No,,,Yes,Jolly phonics,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Jolly phonics staff,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,No,,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,
Round 1 Baseline,Zamfara,869,3,Control,390,4,.3333333333333333,,Male,48,,2000,Don't know,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,42978,Usually/Mostly delayed,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,No,No,No,No,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Yes,"Yes, audio",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Round 1 Baseline,Zamfara,869,4,Control,390,4,.3333333333333333,,Male,52,,2002,1991,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,25600,Usually/Mostly delayed,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,No,No,No,No,,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Round 1 Baseline,Zamfara,872,Head Teacher,Control,390,3,.3333333333333333,Head Teacher,Male,32,10,2012,2012,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Usually/Mostly on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,Yes,July,,,,,,,,,,2014,,,,,,,,,,No,No,No,No,No,Yes,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,No,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,No,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,
